2024/8/10 0:56 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1687,14:00～15:00,8/10,0:48,17,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1438,14:00～15:00,8/10,0:48

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1490,18:00～19:00,8/10,0:48,8,92

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1377,18:00～19:00,8/10,0:48

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2024/8/10,0:00,0,1031,0,0,1152
2024/8/10,1:00,0,962,0,0,1140
2024/8/10,2:00,0,933,0,0,1104
2024/8/10,3:00,0,934,0,0,1081
2024/8/10,4:00,0,944,0,0,1094
2024/8/10,5:00,0,961,0,0,1109
2024/8/10,6:00,0,955,0,0,1140
2024/8/10,7:00,0,1005,0,0,1225
2024/8/10,8:00,0,1111,0,0,1379
2024/8/10,9:00,0,1239,0,0,1552
2024/8/10,10:00,0,1328,0,0,1664
2024/8/10,11:00,0,1387,0,0,1734
2024/8/10,12:00,0,1419,0,0,1737
2024/8/10,13:00,0,1432,0,0,1711
2024/8/10,14:00,0,1438,0,0,1687
2024/8/10,15:00,0,1428,0,0,1657
2024/8/10,16:00,0,1412,0,0,1625
2024/8/10,17:00,0,1397,0,0,1574
2024/8/10,18:00,0,1376,0,0,1490
2024/8/10,19:00,0,1332,0,0,1450
2024/8/10,20:00,0,1258,0,0,1406
2024/8/10,21:00,0,1182,0,0,1341
2024/8/10,22:00,0,1116,0,0,1282
2024/8/10,23:00,0,1051,0,0,1210

最大使用率(%),時間帯
0,23:00～0:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2024/8/10,0:00,1076,0
2024/8/10,0:05,1069,0
2024/8/10,0:10,1052,0
2024/8/10,0:15,1052,0
2024/8/10,0:20,1030,0
2024/8/10,0:25,1015,0
2024/8/10,0:30,1007,0
2024/8/10,0:35,998,0
2024/8/10,0:40,998,0
2024/8/10,0:45,999,0
2024/8/10,0:50,986,0
2024/8/10,0:55,,
2024/8/10,1:00,,
2024/8/10,1:05,,
2024/8/10,1:10,,
2024/8/10,1:15,,
2024/8/10,1:20,,
2024/8/10,1:25,,
2024/8/10,1:30,,
2024/8/10,1:35,,
2024/8/10,1:40,,
2024/8/10,1:45,,
2024/8/10,1:50,,
2024/8/10,1:55,,
2024/8/10,2:00,,
2024/8/10,2:05,,
2024/8/10,2:10,,
2024/8/10,2:15,,
2024/8/10,2:20,,
2024/8/10,2:25,,
2024/8/10,2:30,,
2024/8/10,2:35,,
2024/8/10,2:40,,
2024/8/10,2:45,,
2024/8/10,2:50,,
2024/8/10,2:55,,
2024/8/10,3:00,,
2024/8/10,3:05,,
2024/8/10,3:10,,
2024/8/10,3:15,,
2024/8/10,3:20,,
2024/8/10,3:25,,
2024/8/10,3:30,,
2024/8/10,3:35,,
2024/8/10,3:40,,
2024/8/10,3:45,,
2024/8/10,3:50,,
2024/8/10,3:55,,
2024/8/10,4:00,,
2024/8/10,4:05,,
2024/8/10,4:10,,
2024/8/10,4:15,,
2024/8/10,4:20,,
2024/8/10,4:25,,
2024/8/10,4:30,,
2024/8/10,4:35,,
2024/8/10,4:40,,
2024/8/10,4:45,,
2024/8/10,4:50,,
2024/8/10,4:55,,
2024/8/10,5:00,,
2024/8/10,5:05,,
2024/8/10,5:10,,
2024/8/10,5:15,,
2024/8/10,5:20,,
2024/8/10,5:25,,
2024/8/10,5:30,,
2024/8/10,5:35,,
2024/8/10,5:40,,
2024/8/10,5:45,,
2024/8/10,5:50,,
2024/8/10,5:55,,
2024/8/10,6:00,,
2024/8/10,6:05,,
2024/8/10,6:10,,
2024/8/10,6:15,,
2024/8/10,6:20,,
2024/8/10,6:25,,
2024/8/10,6:30,,
2024/8/10,6:35,,
2024/8/10,6:40,,
2024/8/10,6:45,,
2024/8/10,6:50,,
2024/8/10,6:55,,
2024/8/10,7:00,,
2024/8/10,7:05,,
2024/8/10,7:10,,
2024/8/10,7:15,,
2024/8/10,7:20,,
2024/8/10,7:25,,
2024/8/10,7:30,,
2024/8/10,7:35,,
2024/8/10,7:40,,
2024/8/10,7:45,,
2024/8/10,7:50,,
2024/8/10,7:55,,
2024/8/10,8:00,,
2024/8/10,8:05,,
2024/8/10,8:10,,
2024/8/10,8:15,,
2024/8/10,8:20,,
2024/8/10,8:25,,
2024/8/10,8:30,,
2024/8/10,8:35,,
2024/8/10,8:40,,
2024/8/10,8:45,,
2024/8/10,8:50,,
2024/8/10,8:55,,
2024/8/10,9:00,,
2024/8/10,9:05,,
2024/8/10,9:10,,
2024/8/10,9:15,,
2024/8/10,9:20,,
2024/8/10,9:25,,
2024/8/10,9:30,,
2024/8/10,9:35,,
2024/8/10,9:40,,
2024/8/10,9:45,,
2024/8/10,9:50,,
2024/8/10,9:55,,
2024/8/10,10:00,,
2024/8/10,10:05,,
2024/8/10,10:10,,
2024/8/10,10:15,,
2024/8/10,10:20,,
2024/8/10,10:25,,
2024/8/10,10:30,,
2024/8/10,10:35,,
2024/8/10,10:40,,
2024/8/10,10:45,,
2024/8/10,10:50,,
2024/8/10,10:55,,
2024/8/10,11:00,,
2024/8/10,11:05,,
2024/8/10,11:10,,
2024/8/10,11:15,,
2024/8/10,11:20,,
2024/8/10,11:25,,
2024/8/10,11:30,,
2024/8/10,11:35,,
2024/8/10,11:40,,
2024/8/10,11:45,,
2024/8/10,11:50,,
2024/8/10,11:55,,
2024/8/10,12:00,,
2024/8/10,12:05,,
2024/8/10,12:10,,
2024/8/10,12:15,,
2024/8/10,12:20,,
2024/8/10,12:25,,
2024/8/10,12:30,,
2024/8/10,12:35,,
2024/8/10,12:40,,
2024/8/10,12:45,,
2024/8/10,12:50,,
2024/8/10,12:55,,
2024/8/10,13:00,,
2024/8/10,13:05,,
2024/8/10,13:10,,
2024/8/10,13:15,,
2024/8/10,13:20,,
2024/8/10,13:25,,
2024/8/10,13:30,,
2024/8/10,13:35,,
2024/8/10,13:40,,
2024/8/10,13:45,,
2024/8/10,13:50,,
2024/8/10,13:55,,
2024/8/10,14:00,,
2024/8/10,14:05,,
2024/8/10,14:10,,
2024/8/10,14:15,,
2024/8/10,14:20,,
2024/8/10,14:25,,
2024/8/10,14:30,,
2024/8/10,14:35,,
2024/8/10,14:40,,
2024/8/10,14:45,,
2024/8/10,14:50,,
2024/8/10,14:55,,
2024/8/10,15:00,,
2024/8/10,15:05,,
2024/8/10,15:10,,
2024/8/10,15:15,,
2024/8/10,15:20,,
2024/8/10,15:25,,
2024/8/10,15:30,,
2024/8/10,15:35,,
2024/8/10,15:40,,
2024/8/10,15:45,,
2024/8/10,15:50,,
2024/8/10,15:55,,
2024/8/10,16:00,,
2024/8/10,16:05,,
2024/8/10,16:10,,
2024/8/10,16:15,,
2024/8/10,16:20,,
2024/8/10,16:25,,
2024/8/10,16:30,,
2024/8/10,16:35,,
2024/8/10,16:40,,
2024/8/10,16:45,,
2024/8/10,16:50,,
2024/8/10,16:55,,
2024/8/10,17:00,,
2024/8/10,17:05,,
2024/8/10,17:10,,
2024/8/10,17:15,,
2024/8/10,17:20,,
2024/8/10,17:25,,
2024/8/10,17:30,,
2024/8/10,17:35,,
2024/8/10,17:40,,
2024/8/10,17:45,,
2024/8/10,17:50,,
2024/8/10,17:55,,
2024/8/10,18:00,,
2024/8/10,18:05,,
2024/8/10,18:10,,
2024/8/10,18:15,,
2024/8/10,18:20,,
2024/8/10,18:25,,
2024/8/10,18:30,,
2024/8/10,18:35,,
2024/8/10,18:40,,
2024/8/10,18:45,,
2024/8/10,18:50,,
2024/8/10,18:55,,
2024/8/10,19:00,,
2024/8/10,19:05,,
2024/8/10,19:10,,
2024/8/10,19:15,,
2024/8/10,19:20,,
2024/8/10,19:25,,
2024/8/10,19:30,,
2024/8/10,19:35,,
2024/8/10,19:40,,
2024/8/10,19:45,,
2024/8/10,19:50,,
2024/8/10,19:55,,
2024/8/10,20:00,,
2024/8/10,20:05,,
2024/8/10,20:10,,
2024/8/10,20:15,,
2024/8/10,20:20,,
2024/8/10,20:25,,
2024/8/10,20:30,,
2024/8/10,20:35,,
2024/8/10,20:40,,
2024/8/10,20:45,,
2024/8/10,20:50,,
2024/8/10,20:55,,
2024/8/10,21:00,,
2024/8/10,21:05,,
2024/8/10,21:10,,
2024/8/10,21:15,,
2024/8/10,21:20,,
2024/8/10,21:25,,
2024/8/10,21:30,,
2024/8/10,21:35,,
2024/8/10,21:40,,
2024/8/10,21:45,,
2024/8/10,21:50,,
2024/8/10,21:55,,
2024/8/10,22:00,,
2024/8/10,22:05,,
2024/8/10,22:10,,
2024/8/10,22:15,,
2024/8/10,22:20,,
2024/8/10,22:25,,
2024/8/10,22:30,,
2024/8/10,22:35,,
2024/8/10,22:40,,
2024/8/10,22:45,,
2024/8/10,22:50,,
2024/8/10,22:55,,
2024/8/10,23:00,,
2024/8/10,23:05,,
2024/8/10,23:10,,
2024/8/10,23:15,,
2024/8/10,23:20,,
2024/8/10,23:25,,
2024/8/10,23:30,,
2024/8/10,23:35,,
2024/8/10,23:40,,
2024/8/10,23:45,,
2024/8/10,23:50,,
2024/8/10,23:55,,

